"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"216","Развојот низ годините на #Hello:
1. Adel #Hello
2.Фчерашни #ХелоуИцАљи
3. Министерство за здравство #ЗдравоТаравари",FALSE,35,NA,2017-06-19 22:14:20,FALSE,NA,"876926147107442688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","evilblonddemon",21,FALSE,FALSE,NA,NA
"217","Зборено е со #ЗдравоТаравари , нема ебени гратиси!",FALSE,0,NA,2017-06-19 22:08:43,FALSE,NA,"876924733132034048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","e_dabovski",0,FALSE,FALSE,NA,NA
"218","Сеа озбилно малку. #ЗдравоТаравари дали веќе се укина мој термин?",FALSE,7,NA,2017-06-19 22:05:53,FALSE,NA,"876924021165707264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pikabu00",1,FALSE,FALSE,NA,NA
"219","Дали новото мој термин е #ЗдравоТаравари",FALSE,0,NA,2017-06-19 22:04:32,FALSE,NA,"876923679438905344",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","EvinaTestisi",0,FALSE,FALSE,NA,NA
"220","#ЗдравоТаравари дали @sinisa_goliOtok може да престане со пушење и би се нафатиле ли да го примите во министерство за здравство за таа цел?",FALSE,7,NA,2017-06-19 22:01:34,FALSE,NA,"876922932953362432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOshGZE",5,FALSE,FALSE,NA,NA
"221","#ЗдравоТаравари дали нашето здравство по реформите ќе може да го излечи @Vlatko_Werder од душевниот булинг и Демијан да добие мушки глас?",FALSE,22,NA,2017-06-19 21:59:35,FALSE,NA,"876922434548531200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOshGZE",9,FALSE,FALSE,NA,NA
"222","Друштво, да ја пуштам ли поракава? 
И зашто никој не му пишал на #ЗдравоТаравари ништо од 17:05ч?
(Со # ми е за да… https://t.co/cmU8aqFMVc",FALSE,22,NA,2017-06-19 21:58:12,TRUE,NA,"876922086085853190",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","nebidnina",9,FALSE,FALSE,NA,NA
"223","#ЗдравоТаравари , дали сум луд утре ако стаам бонче на Фиром два у кец на 29 коефициент и дали сакаш да си прв министер шо влегол у #Лофт ?",FALSE,7,NA,2017-06-19 21:56:15,FALSE,NA,"876921594500702208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOshGZE",2,FALSE,FALSE,NA,NA
"224","Ало Драган туј ли е?
#ЗдравоТаравари",FALSE,1,NA,2017-06-19 21:54:18,FALSE,NA,"876921106938171392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Angel123Jankov",0,FALSE,FALSE,NA,NA
"225","Зборено е со Таравари,некои прашања не заслужуваат одговор,
а другите ќе бидат одговорени на крајот од мандатот.
Фаљиминдери
#ЗдравоТаравари",FALSE,35,NA,2017-06-19 21:50:26,FALSE,NA,"876920131842125825",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Carbonoxid",13,FALSE,FALSE,NA,NA
"226","(Диши на слушалка)
#ЗдравоТаравари",FALSE,0,NA,2017-06-19 21:49:36,FALSE,NA,"876919922281951232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Angel123Jankov",0,FALSE,FALSE,NA,NA
"227","Srce dojdi odma vlazna sum
- Ова е број на министерот за здравство, не кењајте
#ЗдравоТаравари",FALSE,1,NA,2017-06-19 21:47:47,FALSE,NA,"876919465677660160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Angel123Jankov",0,FALSE,FALSE,NA,NA
"228","#ЗдравоТаравари дали може да се излечи @RealPodochnjak. Се шалам. Само на игноге со овој пациент. https://t.co/JLkI6oc54q",FALSE,3,NA,2017-06-19 21:44:59,FALSE,NA,"876918758970937344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PlombaNaRana",1,FALSE,FALSE,NA,NA
"229","Ало.....алооо...ало министре Спасе е
#ЗдравоТаравари",FALSE,1,NA,2017-06-19 21:44:31,FALSE,NA,"876918642985848832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Angel123Jankov",0,FALSE,FALSE,NA,NA
"230","Здраво министре
- Имам дечко
#ЗдравоТаравари",FALSE,1,NA,2017-06-19 21:41:13,FALSE,NA,"876917811188305920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Angel123Jankov",0,FALSE,FALSE,NA,NA
"231","@Goran_Man Нека стават на вибер бројот на #ЗдравоТаравари да одговара прво уролог....за секој случај",FALSE,2,"Goran_Man",2017-06-19 21:38:25,FALSE,"876916702012780545","876917107996405760","320358911","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stefan_Tod",1,FALSE,FALSE,NA,NA
"232","Дали #ЗдравоТаравари е новото ""Хелоу, итс Али"" ? И дали #Фчерашни ќе направат песна?",FALSE,26,NA,2017-06-19 21:31:17,FALSE,NA,"876915314033803264",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","nebidnina",12,FALSE,FALSE,NA,NA
"233","#ЗдравоТаравари да те прашам некој ствари стварно ли планираш Косовари да ги лечиш со #НашиПари",FALSE,34,NA,2017-06-19 21:22:50,FALSE,NA,"876913187765055488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RealPodochnjak",15,FALSE,FALSE,NA,NA
"234","Денес #ЗдравоТаравари.
Што е следно ?

#БоцниГоДимитров ?",FALSE,5,NA,2017-06-19 21:21:39,FALSE,NA,"876912886500794368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Carbonoxid",1,FALSE,FALSE,NA,NA
"235","#ЗдравоТаравари се снајдовте ли со мебел, компјутери,уметнички слики и теписони пошто жмроњиве све однесоа дома.И дали да читам @LibertasMk",FALSE,15,NA,2017-06-19 21:21:10,FALSE,NA,"876912766673727488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOshGZE",8,FALSE,FALSE,NA,NA
"236","#ЗдравоТаравари  
Госпоџа Софијанова да се пакује.
Климаше и одобруваше до Нинче до последен ден.
Нек не се праи невинашче.
#спасзаклинички",FALSE,3,NA,2017-06-19 21:18:59,FALSE,NA,"876912218381660163",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sobervicky",0,FALSE,FALSE,NA,NA
"237","#ЗдравоТаравари е добра работа се додека не го дознаат од ""Soba za doenje""",FALSE,2,NA,2017-06-19 21:12:23,FALSE,NA,"876910555080015872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stefan_Tod",0,FALSE,FALSE,NA,NA
"238","ЕКИИИМ, 

ЛЕЧАМ ОД РАЗНИ БОЛЕСТИИ ,

ЕКИИМММ

#ЗдравоТаравари",FALSE,2,NA,2017-06-19 21:12:08,FALSE,NA,"876910493885227008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Carbonoxid",1,FALSE,FALSE,NA,NA
"239","#здравотаравари, само онака да ве поздравам, уживајте во вечерта.",FALSE,0,NA,2017-06-19 20:57:14,FALSE,NA,"876906744726814720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","penzionerishte",0,FALSE,FALSE,NA,NA
"240","#ЗдравоТаравари дали ќе се борите против непотизмот кој владее на универзитетските клиники, за да дадете еднаква шанса на сите лекари.",FALSE,1,NA,2017-06-19 20:54:57,FALSE,NA,"876906168324587520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I_malkovich",0,FALSE,FALSE,NA,NA
"241","#ЗдравоТаравари како планирате да го спречите одливот на млади лекари во странство?",FALSE,1,NA,2017-06-19 20:52:57,FALSE,NA,"876905665456943110",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I_malkovich",0,FALSE,FALSE,NA,NA
"242","@iSmiljanska Пиши му на #ЗдравоТаравари",FALSE,0,"iSmiljanska",2017-06-19 20:48:14,FALSE,"876901642184126469","876904477277790208","904676442","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOshGZE",0,FALSE,FALSE,NA,NA
"243","#ЗдравоТаравари у гужва сум ќе те барам.",FALSE,0,NA,2017-06-19 20:40:29,FALSE,NA,"876902529572974592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rmfcmk",0,FALSE,FALSE,NA,NA
"244","На Conference Call сум со министерот,
не вознемирувајте.

#ЗдравоТаравари",FALSE,4,NA,2017-06-19 20:35:36,FALSE,NA,"876901301229047809",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Carbonoxid",0,FALSE,FALSE,NA,NA
"245","@mindinmotionmkd @JasTiTaaNie Пиши му на #ЗдравоТаравари тоа ти е urbanxa zammena za allo allo doktxore...",FALSE,1,"mindinmotionmkd",2017-06-19 20:34:28,FALSE,"876519886780084224","876901013655080960","195302946","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOshGZE",0,FALSE,FALSE,NA,NA
"246","#ЗдравоТаравари од медицински аспект дали суканиците на раста министерот Алаѓоз се хигиенски?",FALSE,16,NA,2017-06-19 20:32:20,FALSE,NA,"876900478822559746",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOshGZE",6,FALSE,FALSE,NA,NA
"247","Не се користат локални болници затоа што сите сакаат кај ""главниот"", односно на клиника. #ЗдравоТаравари дава можност за кај министерот",FALSE,0,NA,2017-06-19 20:22:48,FALSE,NA,"876898078787325953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iPavleski",0,FALSE,FALSE,NA,NA
"248","Си ме барал, 
извини, 
разговарав со министерот.

#ЗдравоТаравари",FALSE,8,NA,2017-06-19 20:16:10,FALSE,NA,"876896409072656385",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Carbonoxid",5,FALSE,FALSE,NA,NA
"249","@tiktaknaradio @komandantiprC За курот пиши на #ЗдравоТаравари ������������������������������������������������������������������������������������������������������������������",FALSE,0,"tiktaknaradio",2017-06-19 20:15:53,FALSE,"876896115748155393","876896338797092864","197356910","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOshGZE",0,FALSE,FALSE,NA,NA
"250","@T_m__n Сакам стручно мислење од #ЗдравоТаравари",FALSE,8,"T_m__n",2017-06-19 20:14:57,FALSE,"876895876622540800","876896104436158465","507850695","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOshGZE",0,FALSE,FALSE,NA,NA
"251","@iskulirana Мислите на ова со #ЗдравоТаравари. Па смешно е. 
Ама така се стига до врвот...",FALSE,0,"iskulirana",2017-06-19 20:13:18,FALSE,"876824806754312192","876895687035813888","717250856161263616","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Carbonoxid",0,FALSE,FALSE,NA,NA
"252","#ЗдравоТаравари Ако може:
- укинување на дипломска за општа медицина при УГД
- плаќање на 6 месечниот стаж задолжителен за државен испит",FALSE,1,NA,2017-06-19 20:08:53,FALSE,NA,"876894576241520640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ris_klitoris",0,FALSE,FALSE,NA,NA
"253","Драга Теа #ЗдравоТаравари",FALSE,0,NA,2017-06-19 20:07:43,FALSE,NA,"876894281486798848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SiaWonderland",0,FALSE,FALSE,NA,NA
"254","Зборено е со министерот.

#ЗдравоТаравари",FALSE,1,NA,2017-06-19 20:03:56,FALSE,NA,"876893329891495936",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Carbonoxid",2,FALSE,FALSE,NA,NA
"255","Топ теми: #ДоброУтро #ОнаКога #ЗдравоТаравари #ДoбрoУтрo #ТвитерБаскет #500евраплата",FALSE,3,NA,2017-06-19 20:00:05,FALSE,NA,"876892360667484160",NA,"<a href=""http://delicon.mk/trending/"" rel=""nofollow"">TrendingMK</a>","trendingmk",1,FALSE,FALSE,NA,NA
"256","#ЗдравоТаравари
Држ. градинка изградена од ВМРО кај шо плаќам 1500 ден. месечно и приватни што ќе ги прави #сдсШ  чинат 350€,
шо е поздраво?",FALSE,16,NA,2017-06-19 19:58:57,FALSE,NA,"876892075555508224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOshGZE",6,FALSE,FALSE,NA,NA
"257","@RealPodochnjak Ако сакам да кажам дека имам пролив а не знам албански, дали тоа значи дека ќе се испосерам?… https://t.co/IUQJaF0uFF",FALSE,8,"RealPodochnjak",2017-06-19 19:57:00,TRUE,"876843537932976132","876891587170709504","980677158","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","komandantiprC",3,FALSE,FALSE,NA,NA
"258","#ЗдравоТаравари
Коа некој 3 години КЕЊА дека правнуци ќе враќаат кредити а у први 3 недели зема кредит од 650 милиони евра шо е дијагнозата?",FALSE,55,NA,2017-06-19 19:55:12,FALSE,NA,"876891131128283136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOshGZE",33,FALSE,FALSE,NA,NA
"259","#ЗдравоТаравари
Јас на сликава гледам помалку од 61 пратеник- глас а ти си министер во ""реформска влада"" дали треба… https://t.co/lkbZ4blvLo",FALSE,29,NA,2017-06-19 19:48:49,TRUE,NA,"876889527616405506",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOshGZE",15,FALSE,FALSE,NA,NA
"260","3 год кампања за случајот Тамара како пр.на неефикасни институции на крај ги оставаш претседателите на комисиите на функција #ЗдравоТаравари",FALSE,1,NA,2017-06-19 19:48:14,FALSE,NA,"876889378118934529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stefan_Tod",0,FALSE,FALSE,NA,NA
"261","#MirëditaTaravari
#ЗдравоТаравари

До врвот...",FALSE,4,NA,2017-06-19 19:46:00,FALSE,NA,"876888818250641408",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Carbonoxid",2,FALSE,FALSE,NA,NA
"262","#ЗдравоТаравари
Разбираш Македонски?",FALSE,14,NA,2017-06-19 19:45:06,FALSE,NA,"876888591733063683",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOshGZE",5,FALSE,FALSE,NA,NA
"263","Hello Fanta...
#ЗдравоТаравари

https://t.co/AMyTvJIeyq",FALSE,0,NA,2017-06-19 19:32:27,FALSE,NA,"876885407153221633",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Carbonoxid",0,FALSE,FALSE,NA,NA
"264","#ЗдравоТаравари = #Obamacare",FALSE,0,NA,2017-06-19 19:31:06,FALSE,NA,"876885067745853442",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ggooccee",0,FALSE,FALSE,NA,NA
"265","#ЗДРАВОТАРАВАРИ - Министерот за здравство поблиску до граѓаните https://t.co/bx91MNfq1h",FALSE,0,NA,2017-06-19 19:25:32,FALSE,NA,"876883666672242688",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","K5TVmk",0,FALSE,FALSE,NA,NA
"266","#онакога премногу гледаш филмови #здравотаравари https://t.co/AL7fgcneIt",FALSE,1,NA,2017-06-19 19:25:24,FALSE,NA,"876883634925559809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fonspricn",0,FALSE,FALSE,NA,NA
"267","А има ли двојазичен таг #ЗдравоТаравари ?",FALSE,2,NA,2017-06-19 19:24:48,FALSE,NA,"876883482177396736",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Carbonoxid",0,FALSE,FALSE,NA,NA
"268","Софијанова да лета од директорско
#ЗдравоТаравари",FALSE,12,NA,2017-06-19 18:40:41,FALSE,NA,"876872380475461633",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tactralala",3,FALSE,FALSE,NA,NA
"269","Ова со #здравотаравари мислам дека на крај ќе биде #сеиспосравме докторе.",FALSE,8,NA,2017-06-19 18:31:18,FALSE,NA,"876870019682062336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fonspricn",3,FALSE,FALSE,NA,NA
"270","Се сеќавате кога Грујо телефонски решаваше проблеми? Е сега и Таравари така... Ама веќе не е смешно... #ЗдравоТаравари",FALSE,14,NA,2017-06-19 18:06:40,FALSE,NA,"876863819661836288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","luck15c",5,FALSE,FALSE,NA,NA
"271","Една од причините зошто можеби нема да функцинорира #ЗдравоТаравари е тоа што сите тролате место да пишувате конкретно за проблеми.",FALSE,39,NA,2017-06-19 17:58:07,FALSE,NA,"876861666532745217",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tiktaknaradio",10,FALSE,FALSE,NA,NA
"272","Ебати реформата ебати бруката ццц #ЗдравоТаравари #ОдличенПроект https://t.co/QunkNr7x9T",FALSE,2,NA,2017-06-19 17:55:28,FALSE,NA,"876861001051910145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","luck15c",0,FALSE,FALSE,NA,NA
"273","#ЗдравоБоби &gt; #ЗдравоТаравари",FALSE,2,NA,2017-06-19 17:41:55,FALSE,NA,"876857589249835008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mojweltschmerzz",0,FALSE,FALSE,NA,NA
"274","@rnixn @mindplumber @nezenzabar Сеа глеам: на хотлајнот од 126 пораки, една е на тема здравство. Другите се твитер заебанции #здравотаравари",FALSE,2,"aleksej_vok",2017-06-19 17:26:03,FALSE,"876852919496265729","876853598134697988","860577071143292929","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aleksej_vok",0,FALSE,FALSE,NA,NA
"275","@rnixn @mindplumber @nezenzabar Брат, има илјадници механизми за партиципатвно креирање политики кои што ср ефектив… https://t.co/EY9tUrL6Vq",FALSE,2,"rnixn",2017-06-19 17:23:21,TRUE,"876852293278326785","876852919496265729","566516611","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aleksej_vok",0,FALSE,FALSE,NA,NA
"276","#ЗдравоТаравари а таман те пофалив ќе може ли превод на ова или да не ти се налути твојот лидер Сеља? @TaravariArb https://t.co/ORtxFsaqpV",FALSE,0,NA,2017-06-19 17:22:12,FALSE,NA,"876852630450036736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NezgodenTip",0,FALSE,FALSE,NA,NA
"277","Вечерва не излагам, цела вечер ќе си правам муабет со министерот! #ЗдравоТаравари #МуабетчеСоМинистерот",FALSE,2,NA,2017-06-19 16:59:02,FALSE,NA,"876846798417080322",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FafenFufen",0,FALSE,FALSE,NA,NA
"278","со министерот сум на ало #ЗдравоТаравари",FALSE,7,NA,2017-06-19 16:52:29,FALSE,NA,"876845151326527488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","angeleodrabota1",2,FALSE,FALSE,NA,NA
"279","#ЗдравоТаравари вака функционира здравството, а не со СМСи и Твитер https://t.co/qLlWB1U27B",FALSE,4,NA,2017-06-19 16:51:37,FALSE,NA,"876844933600215041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","princnabelkonj",0,FALSE,FALSE,NA,NA
"280","So hello from the other side
I must've called a thousand times...#Adele #ЗдравоТаравари",FALSE,3,NA,2017-06-19 16:35:54,FALSE,NA,"876840975607508993",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","angeleodrabota1",1,FALSE,FALSE,NA,NA
"281","#ЗдравоТаравари @ZdravstvoMK  :)",FALSE,4,NA,2017-06-19 16:33:22,FALSE,NA,"876840341319667712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Elislonce",2,FALSE,FALSE,NA,NA
"282","#PërshëndetjeTARAVARI ������",FALSE,0,NA,2017-06-19 16:30:22,FALSE,NA,"876839585606766593",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","BujarFIslami",0,FALSE,FALSE,NA,NA
"283","#ЗдравоТаравари?! @kostapetrov можеш ти и подобро :))",FALSE,4,NA,2017-06-19 16:26:16,FALSE,NA,"876838553594056704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saltwatered",0,FALSE,FALSE,NA,NA
"284","Бројот на дикпикс на #ЗдравоТаравари е правопропорционален со глупоста на идејата.",FALSE,6,NA,2017-06-19 16:25:19,FALSE,NA,"876838314522927104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","premnogulichno",2,FALSE,FALSE,NA,NA
"285","#ЗдравоТаравари Зошто мора да се плати некаков лек или услуга во целост, а потоа да се чека за да се рефундираат средствата, подобро ... (1)",FALSE,2,NA,2017-06-19 16:09:45,FALSE,NA,"876834394102792193",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MKDArtagnan",0,FALSE,FALSE,NA,NA
"286","Што ли ќе работи министерот #ЗдравоТаравари ако по цел ден одговара на прашања на Вибер ������ ?",FALSE,6,NA,2017-06-19 15:44:07,FALSE,NA,"876827943837851648",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","from_marsedonia",4,FALSE,FALSE,NA,NA
"287","#ЗдравоТаравари &gt; #ЗдравоБоби",FALSE,7,NA,2017-06-19 15:41:58,FALSE,NA,"876827405683445761",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ViktoryNik",1,FALSE,FALSE,NA,NA
"288","#здравотаравари поблиску до здравството!
������",FALSE,1,NA,2017-06-19 15:37:51,FALSE,NA,"876826369715564544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fonspricn",0,FALSE,FALSE,NA,NA
"289","@TheTalesot #ЗдравоТаравари. Колку кошта порака?",FALSE,1,"TheTalesot",2017-06-19 15:37:24,FALSE,"876824811397361664","876826253071974400","260279907","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Motah23",0,FALSE,FALSE,NA,NA
"290","Почна #ЗдравоТаравари преку вибер на бројот 071/349999 директно со министерот за секакви пофалби, забелешки или скандали. Браво.",FALSE,33,NA,2017-06-19 15:13:30,FALSE,NA,"876820240155512833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CorbadziJa",8,FALSE,FALSE,NA,NA
"291","#PërshëndetjeTaravari- prej sot jam në dispozicion edhe në Whatsapp dhe Viber. I pres mesazhet tuaja në numrin... https://t.co/Dhi8u1vo1P",FALSE,0,NA,2017-06-19 15:04:02,FALSE,NA,"876817857782444033",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Portalbmk",0,FALSE,FALSE,NA,NA
"292","#ЗдравоТаравари Кога планирате да ја средите руинираниот Тетовски клинички центар и дали или и понатаму кој има мака ќе мора у приватно?",FALSE,0,NA,2017-06-19 14:59:55,FALSE,NA,"876816820187144195",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NezgodenTip",0,FALSE,FALSE,NA,NA
"293","#PërshëndetjeTaravari - prej sot jam në dispozicion edhe në Whatsapp dhe Viber. I pres mesazhet tuaja në numrin 071… https://t.co/UwJtQ7oxTz",FALSE,23,NA,2017-06-19 14:15:13,TRUE,NA,"876805572242403328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ZdravstvoMK",7,FALSE,FALSE,NA,NA
"294","#ЗдравоТаравари – од денес достапен сум и на Whatsapp и Viber. Ги очекувам вашите пораки на бројот 071/349999 https://t.co/8GySN8f318",FALSE,162,NA,2017-06-19 14:14:45,FALSE,NA,"876805454713802755",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ZdravstvoMK",72,FALSE,FALSE,NA,NA
